Time,X,Y,Heading,CameraX,CameraY,CameraZ,CameraAngX,CameraAngY,CameraAngZ,GoalX,GoalY,DistanceToGoal
0, 0, 0, 0, 0, 1.22, 0, 0, 0, 0, 3.05, 0.54, 4.632634
0.01111111, 0, 0, 0, 0, 1.22, 0, 0, 0, 0, 3.05, 0.54, 4.632634
0.02222222, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.03333334, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.04444445, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.05555556, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.06666667, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.07777778, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.08888889, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.1, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.1111111, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.1222222, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
0.1333333, -2.273344, -2.997187, 9.251244, -2.273344, 1.389128, -2.997187, 7.301069, 9.251244, 359.4986, 3.05, 0.54, 5.407197
